time,sensor_id,val,factor
2020-01-14T00:30:00.000Z,9969,1.295893749,PM25
2020-01-14T01:00:00.000Z,10001,51.32246272,PM10
2020-01-14T01:00:00.000Z,10001,42.38043594,PM25
2020-01-14T01:00:00.000Z,10049,51.23429934,PM10
2020-01-14T01:00:00.000Z,10049,42.14855194,PM25
2020-01-14T01:00:00.000Z,10050,56.74637667,PM10
2020-01-14T01:00:00.000Z,10050,44.53381411,PM25
2020-01-14T01:00:00.000Z,9969,2.830917795,PM10
2020-01-14T01:00:00.000Z,9969,2.830917795,PM25
2020-01-14T01:30:00.000Z,10001,50.23429998,PM10
2020-01-14T01:30:00.000Z,10001,41.49758466,PM25
2020-01-14T01:30:00.000Z,10049,49.25724475,PM10
2020-01-14T01:30:00.000Z,10049,40.81159401,PM25
2020-01-14T01:30:00.000Z,10050,53.96739324,PM10
2020-01-14T01:30:00.000Z,10050,42.46014531,PM25
2020-01-14T01:30:00.000Z,9969,2.27898556,PM10
2020-01-14T01:30:00.000Z,9969,2.243961354,PM25
2020-01-14T02:00:00.000Z,10001,48.98188337,PM10
2020-01-14T02:00:00.000Z,10001,40.82004929,PM25
2020-01-14T02:00:00.000Z,10049,44.24033864,PM10
2020-01-14T02:00:00.000Z,10049,37.36956406,PM25
2020-01-14T02:00:00.000Z,10050,52.24154472,PM10
2020-01-14T02:00:00.000Z,10050,40.84661865,PM25
2020-01-14T02:00:00.000Z,9969,1.891304319,PM10
2020-01-14T02:00:00.000Z,9969,1.873188401,PM25
2020-01-14T02:30:00.000Z,10001,48.20289803,PM10
2020-01-14T02:30:00.000Z,10001,39.92270597,PM25
2020-01-14T02:30:00.000Z,10049,47.47705396,PM10
2020-01-14T02:30:00.000Z,10049,39.19686063,PM25
2020-01-14T02:30:00.000Z,10050,53.78019333,PM10
2020-01-14T02:30:00.000Z,10050,42.29589335,PM25
2020-01-14T02:30:00.000Z,9969,2.196859906,PM10
2020-01-14T02:30:00.000Z,9969,2.129227032,PM25
2020-01-14T03:00:00.000Z,10001,48.59903399,PM10
2020-01-14T03:00:00.000Z,10001,40.4347833,PM25
2020-01-14T03:00:00.000Z,10049,49.72826068,PM10
2020-01-14T03:00:00.000Z,10049,40.991546,PM25
2020-01-14T03:00:00.000Z,10050,55.13164139,PM10
2020-01-14T03:00:00.000Z,10050,43.27053324,PM25
2020-01-14T03:00:00.000Z,9969,1.894927571,PM10
2020-01-14T03:00:00.000Z,9969,1.894927571,PM25
2020-01-14T03:30:00.000Z,10001,54.45410665,PM10
2020-01-14T03:30:00.000Z,10001,44.68961398,PM25
2020-01-14T03:30:00.000Z,10049,56.59782473,PM10
2020-01-14T03:30:00.000Z,10049,45.80555534,PM25
2020-01-14T03:30:00.000Z,10050,55.49855042,PM10
2020-01-14T03:30:00.000Z,10050,43.78985443,PM25
2020-01-14T03:30:00.000Z,9969,2.26449271,PM10
2020-01-14T03:30:00.000Z,9969,2.24999996,PM25
2020-01-14T04:00:00.000Z,10001,51.95942001,PM10
2020-01-14T04:00:00.000Z,10001,42.87970963,PM25
